dataset,ours_acc,millet_acc,acc_diff,acc_outcome,ours_loss,millet_loss,loss_diff,loss_outcome,ours_aopcr,millet_aopcr,aopcr_diff,aopcr_outcome,params,model_size_mb
ToeSegmentation1,0.9079,0.9632,-0.0553,loss,0.2494,0.1864,0.063,loss,0.6252,2.1806,-1.5554,loss,66428,1.5232
ToeSegmentation2,0.9462,0.9092,0.037,win,0.2177,0.5003,-0.2826,win,0.311,3.2069,-2.8959,loss,66428,1.5232
Trace,1.0,1.0,0.0,tie,0.0797,0.0,0.0797,loss,2.4583,4.9221,-2.4638,loss,66576,1.5238
TwoLeadECG,0.9719,0.9993,-0.0274,loss,0.1262,0.0066,0.1196,loss,0.1243,4.762,-4.6377,loss,66428,1.5232
TwoPatterns,1.0,1.0,0.0,tie,0.0992,0.0,0.0992,loss,1.8894,12.1597,-10.2703,loss,66576,1.5238
UWaveGestureLibraryAll,0.9581,0.9447,0.0134,win,0.2502,0.3434,-0.0932,win,1.4571,8.0814,-6.6243,loss,66872,1.5248
UWaveGestureLibraryX,0.8065,0.8099,-0.0034,tie,0.5924,1.5956,-1.0032,win,0.8072,4.3044,-3.4972,loss,66872,1.5248
UWaveGestureLibraryY,0.7507,0.7528,-0.0021,tie,0.8485,1.8851,-1.0366,win,0.9257,4.101,-3.1753,loss,66872,1.5248
UWaveGestureLibraryZ,0.7384,0.7432,-0.0048,tie,0.7251,1.9758,-1.2507,win,1.2203,4.6466,-3.4263,loss,66872,1.5248
Wafer,0.9964,0.998,-0.0016,tie,0.075,0.017,0.058,loss,0.2704,1.1361,-0.8657,loss,66428,1.5232
Wine,0.5926,0.8185,-0.2259,loss,0.6905,0.9499,-0.2594,win,3.3131,26.9638,-23.6507,loss,66428,1.5232
WordSynonyms,0.7304,0.7417,-0.0113,loss,1.1439,1.8361,-0.6922,win,0.9368,3.0425,-2.1057,loss,68130,1.5296
Worms,0.7143,0.7662,-0.0519,loss,0.8554,1.5027,-0.6473,win,1.5946,3.1133,-1.5187,loss,66650,1.524
